Id,predicted
610,5.55E-09
611,1.14E-07
612,1.13E-10
613,6.40E-09
614,2.88E-10
615,1.98E-11
616,6.46E-11
617,5.82E-10
618,1.39E-07
619,2.30E-09
620,8.66E-05
621,3.10E-09
622,1.14E-10
623,2.82E-10
624,3.22E-09
625,2.67E-10
626,1.45E-08
627,5.68E-09
628,7.71E-10
629,5.38E-10
630,4.02E-09
631,3.88E-10
632,4.63E-11
633,8.53E-08
634,7.22E-08
635,1.06E-09
636,1.29E-08
637,1.07E-07
638,0.000405816
639,2.36E-08
640,6.37E-10
641,2.54E-09
642,1.11E-08
643,9.20E-11
644,6.44E-08
645,1.83E-08
646,9.24E-10
647,1.12E-09
648,4.24E-11
649,3.27E-08
650,4.01E-09
651,5.57E-09
652,2.25E-10
653,4.83E-12
654,8.25E-08
655,6.43E-09
656,3.88E-08
657,5.53E-12
658,7.86E-09
659,3.11E-10
660,3.31E-10
661,9.64E-07
662,5.46E-10
663,2.30E-10
664,1.59E-09
665,1.50E-10
666,1.26E-10
667,3.59E-10
668,3.35E-10
669,7.75E-05
670,1.22E-08
671,5.77E-08
672,4.55E-11
673,2.86E-07
674,9.44E-10
675,1.35E-08
676,6.17E-11
677,3.09E-11
678,2.17E-10
679,5.88E-11
680,7.21E-09
681,5.52E-10
682,3.81E-08
683,1.11E-09
684,1.32E-11
685,9.35E-10
686,1.21E-09
687,4.15E-10
688,5.61E-13
689,3.63E-12
690,3.76E-10
691,5.36E-10
692,7.41E-10
693,2.09E-09
694,1.07E-06
695,2.12E-08
696,2.29E-10
697,4.00E-10
698,1.24E-08
699,6.56E-13
700,1.05E-07
701,7.17E-09
702,8.29E-10
703,2.14E-12
704,3.13E-11
705,1.73E-10
706,3.32E-10
707,3.95E-09
708,1.85E-09
709,1.07E-11
710,4.77E-07
711,1.27E-09
712,4.08E-08
713,4.13E-12
714,1.32E-10
715,7.86E-07
716,2.10E-07
717,3.74E-10
718,2.33E-11
719,2.47E-12
720,3.20E-12
721,5.17E-11
722,1.42E-06
723,2.11E-09
724,1.54E-09
725,1.68E-07
726,1.75E-10
727,7.94E-10
728,3.50E-10
729,6.66E-10
730,5.28E-06
731,3.60E-10
732,2.78E-09
733,6.06E-09
734,5.25E-08
735,6.07E-10
736,7.73E-10
737,2.33E-10
738,3.34E-11
739,5.27E-10
740,9.77E-11
741,5.29E-10
742,9.06E-09
743,9.25E-10
744,3.23E-11
745,1.12E-09
746,1.01E-08
747,6.82E-09
748,4.62E-09
749,1.73E-06
750,1.83E-11
751,3.28E-05
752,1.12E-08
753,1.26E-11
754,3.12E-10
755,3.22E-10
756,1.89E-09
757,1.76E-10
758,1.11E-07
759,2.06E-09
760,7.44E-08
761,3.43E-10
762,2.72E-11
763,6.64E-06
764,6.40E-09
765,7.20E-10
766,1.66E-11
767,1.20E-11
768,4.35E-07
769,1.29E-10
770,2.85E-10
771,4.26E-10
772,6.78E-10
773,8.29E-07
774,6.46E-09
775,3.26E-10
776,1.14E-09
777,3.75E-08
778,1.15E-06
779,3.53E-11
780,7.94E-10
781,7.23E-12
782,6.92E-11
783,1.65E-09
784,4.63E-09
785,1.03E-10
786,1.12E-09
787,4.30E-07
788,1.53E-10
789,6.37E-10
790,2.08E-08
791,8.40E-11
792,5.96E-10
793,5.19E-09
794,5.85E-12
795,6.43E-11
796,1.32E-09
797,2.02E-07
798,4.81E-10
799,3.42E-10
800,4.59E-09
801,3.88E-08
802,2.37E-11
803,5.73E-09
804,1.39E-05
805,6.68E-09
806,3.38E-11
807,1.97E-10
808,2.00E-10
809,2.91E-08
810,4.59E-08
811,2.96E-11
812,6.05E-12
813,4.85E-07
814,5.44E-10
815,1.39E-07
816,2.20E-06
817,1.25E-06
818,2.64E-07
819,3.92E-11
820,3.07E-11
821,6.71E-12
822,7.68E-12
823,7.35E-08
824,1.92E-09
825,9.61E-09
826,1.41E-12
827,1.70E-08
828,1.94E-08
829,1.57E-10
830,2.35E-10
831,6.54E-08
832,8.05E-09
833,1.81E-09
834,4.87E-10
835,1.02E-08
836,4.60E-08
837,1.03E-10
838,2.52E-09
839,8.93E-10
840,1.77E-07
841,1.87E-09
842,1.23E-08
843,1.17E-12
844,8.09E-12
845,1.03E-12
846,3.11E-06
847,4.83E-09
848,2.28E-09
849,1.68E-09
850,2.80E-09
851,3.57E-13
852,7.04E-09
853,4.16E-07
854,2.57E-07
855,7.92E-10
856,4.03E-06
857,2.91E-07
858,4.24E-11
859,2.66E-07
860,0.000631977
861,1.65E-09
862,7.13E-07
863,9.62E-10
864,4.15E-09
865,9.39E-10
866,2.44E-07
867,1.73E-09
868,4.62E-10
869,6.74E-07
870,3.71E-10
871,1.45E-09
872,9.51E-12
873,5.78E-14
874,4.67E-09
875,6.94E-11
876,6.46E-08
877,7.29E-10
878,2.08E-09
879,3.09E-07
880,5.68E-09
881,3.88E-11
882,5.32E-10
883,1.66E-08
884,1.34E-10
885,4.66E-11
886,4.29E-06
887,6.56E-11
888,2.52E-10
889,1.12E-07
890,5.83E-07
891,5.44E-10
892,4.16E-11
893,2.62E-10
894,1.38E-13
895,5.88E-10
896,2.98E-10
897,1.38E-08
898,5.61E-09
899,4.21E-11
900,0.000856689
901,1.46E-07
902,1.11E-09
903,8.06E-10
904,3.60E-09
905,5.68E-10
906,1.97E-11
907,1.29E-06
908,4.46E-10
909,1.20E-08
910,3.89E-09
911,3.63E-08
912,3.42E-08
913,0.04555201
914,1.17E-09
915,2.49E-09
916,1.81E-07
917,3.66E-15
918,9.16E-08
919,1.29E-10
920,1.69E-08
921,7.98E-07
922,3.66E-09
923,5.25E-06
924,7.98E-10
925,2.35E-09
926,1.10E-07
927,3.21E-09
928,9.99E-10
929,2.66E-09
930,9.97E-11
931,1.95E-13
932,1.45E-12
933,2.05E-06
934,1.16E-12
935,9.55E-10
936,2.09E-10
937,1.89E-07
938,2.01E-09
939,2.48E-12
940,1.78E-07
941,1.43E-08
942,3.68E-06
943,2.39E-09
944,8.32E-10
945,1.64E-09
946,8.51E-08
947,7.94E-12
948,5.76E-09
949,5.73E-09
950,1.68E-12
951,3.98E-09
952,2.83E-11
953,4.31E-11
954,4.86E-08
955,8.56E-11
956,2.34E-07
957,5.57E-07
958,3.57E-07
959,3.53E-10
960,9.81E-11
961,3.29E-11
962,3.29E-09
963,2.36E-10
964,2.42E-09
965,7.90E-08
966,1.18E-08
967,3.16E-10
968,2.11E-09
969,2.65E-09
970,1.16E-08
971,2.50E-09
972,1.10E-11
973,8.92E-13
974,2.00E-08
975,1.60E-09
976,6.19E-08
977,4.70E-06
978,3.57E-09
979,1.68E-07
980,3.60E-08
981,1.43E-08
982,1.04E-10
983,1.03E-09
984,2.54E-10
985,1.41E-10
986,2.35E-14
987,8.72E-14
988,7.49E-09
989,3.81E-10
990,1.71E-13
991,1.87E-08
992,1.74E-10
993,2.96E-10
994,2.76E-10
995,4.76E-07
996,1.57E-07
997,8.80E-07
998,1.21E-08
999,2.15E-09
1000,1.03E-09
1001,3.57E-08
1002,9.16E-10
1003,5.85E-10
1004,3.43E-07
1005,1.20E-08
1006,1.21E-10
1007,0.019605657
1008,6.70E-08
1009,3.83E-10
1010,1.82E-10
1011,1.02E-10
1012,1.04E-09
1013,4.97E-08
1014,5.45E-11
1015,5.63E-09
1016,3.27E-08
1017,8.36E-11
1018,0.000148385
1019,1.99E-07
1020,1.39E-09
1021,6.12E-10
1022,9.94E-07
1023,1.16E-08
1024,1.08E-07
1025,3.72E-08
1026,1.47E-08
1027,2.65E-10
1028,3.44E-09
1029,3.85E-09
1030,2.30E-11
1031,4.70E-13
1032,6.47E-10
1033,4.15E-11
1034,7.62E-11
1035,8.28E-07
1036,2.66E-08
1037,8.72E-09
1038,5.25E-10
1039,9.62E-10
1040,1.77E-11
1041,6.17E-08
1042,1.23E-07
1043,1.71E-08
1044,2.55E-10
1045,2.04E-07
1046,7.93E-08
1047,2.59E-09
1048,2.43E-08
1049,1.93E-11
1050,5.35E-10
1051,1.98E-12
1052,6.24E-08
1053,3.88E-11
1054,2.26E-08
1055,2.63E-09
1056,2.51E-09
1057,1.24E-08
1058,3.67E-09
1059,1.51E-10
1060,6.95E-07
1061,4.33E-07
1062,7.39E-09
1063,1.22E-10
1064,6.66E-10
1065,6.07E-09
1066,1.13E-09
1067,5.39E-07
1068,1.50E-09
1069,1.11E-10
1070,4.64E-08
1071,3.42E-09
1072,6.87E-11
1073,1.60E-11
1074,3.84E-12
1075,9.34E-11
1076,1.12E-08
1077,2.67E-10
1078,3.29E-11
1079,1.57E-09
1080,5.78E-07
1081,4.23E-09
1082,2.09E-10
1083,1.62E-10
1084,5.64E-10
1085,6.91E-06
1086,2.52E-10
1087,1.37E-09
1088,2.69E-09
1089,1.01E-09
1090,4.52E-07
1091,2.63E-10
1092,1.56E-09
1093,4.90E-10
1094,4.75E-09
1095,1.20E-11
1096,1.64E-11
1097,9.36E-11
1098,1.70E-08
1099,1.63E-12
1100,2.97E-08
1101,2.50E-08
1102,5.92E-07
1103,5.17E-09
1104,1.82E-13
1105,2.34E-08
1106,6.92E-11
1107,8.86E-09
1108,0.002051381
1109,1.69E-11
1110,1.07E-09
1111,1.09E-11
1112,1.51E-07
1113,1.40E-11
1114,4.65E-08
1115,2.48E-06
1116,4.63E-09
1117,1.14E-09
1118,2.22E-09
1119,4.55E-07
1120,7.87E-07
1121,2.94E-07
1122,5.61E-06
1123,3.20E-11
1124,4.45E-11
1125,7.70E-10
1126,5.63E-09
1127,7.90E-06
1128,3.50E-09
1129,6.76E-10
1130,1.26E-11
1131,1.38E-10
1132,3.86E-08
1133,1.62E-11
1134,7.14E-09
1135,7.29E-09
1136,5.60E-10
1137,4.68E-11
1138,5.09E-07
1139,7.16E-10
1140,3.03E-07
1141,2.37E-06
1142,1.23E-06
1143,4.85E-07
1144,4.49E-09
1145,3.88E-10
1146,3.59E-08
1147,1.79E-10
1148,1.81E-07
1149,4.46E-07
1150,1.03E-07
1151,1.49E-07
1152,2.27E-10
1153,8.85E-09
1154,8.01E-08
1155,2.37E-08
1156,1.81E-10
1157,3.28E-12
1158,4.48E-10
1159,3.09E-09
1160,1.05E-08
1161,6.65E-07
1162,4.06E-09
1163,6.51E-11
1164,4.40E-09
1165,8.38E-11
1166,8.21E-10
1167,2.66E-09
1168,1.38E-09
1169,3.18E-09
1170,4.24E-11
1171,3.29E-13
1172,7.47E-11
1173,1.41E-09
1174,1.02E-07
1175,6.69E-08
1176,9.89E-07
1177,3.58E-09
1178,1.11E-07
1179,4.64E-09
1180,1.15E-08
1181,3.58E-12
1182,8.05E-12
1183,1.31E-10
1184,2.01E-09
1185,0.000564155
1186,2.36E-06
1187,4.23E-09
1188,2.33E-11
1189,6.45E-09
1190,8.51E-10
1191,3.26E-08
1192,2.29E-10
1193,1.96E-10
1194,2.69E-10
1195,4.05E-10
1196,4.77E-12
1197,3.54E-09
1198,5.18E-09
1199,9.21E-08
1200,3.15E-11
1201,7.91E-10
1202,7.12E-10
1203,1.04E-09
1204,2.35E-09
1205,3.31E-10
1206,7.91E-10
1207,1.30E-08
1208,2.25E-11
1209,1.94E-10
1210,1.72E-12
1211,4.87E-12
1212,3.13E-08
1213,3.45E-10
1214,4.67E-09
1215,5.89E-09
1216,1.54E-10
1217,1.43E-07
1218,8.83E-09
1219,8.18E-10
1220,3.58E-11
1221,1.70E-11
1222,7.86E-07
1223,8.92E-10
1224,1.71E-08
1225,1.50E-10
1226,2.20E-10
1227,7.44E-12
1228,7.34E-10
1229,1.55E-12
1230,1.95E-11
1231,8.47E-08
1232,1.15E-10
1233,3.82E-11
1234,1.10E-09
1235,3.81E-10
1236,3.16E-11
1237,3.47E-13
1238,1.69E-10
1239,5.46E-10
1240,7.09E-08
1241,8.70E-11
1242,8.10E-10
1243,2.71E-11
1244,1.12E-06
1245,1.89E-09
1246,1.74E-09
1247,3.72E-08
1248,6.21E-10
1249,1.81E-08
1250,1.60E-07
1251,1.76E-05
1252,1.84E-09
1253,1.85E-08
1254,4.37E-09
1255,1.02E-10
1256,0.003537403
1257,6.75E-10
1258,5.08E-11
1259,7.31E-08
1260,3.89E-09
1261,7.98E-09
1262,1.42E-11
1263,2.74E-11
1264,9.91E-09
1265,2.13E-06
1266,2.66E-10
1267,9.97E-08
1268,3.79E-12
1269,1.14E-09
1270,2.54E-08
1271,1.10E-09
1272,3.32E-10
1273,1.95E-08
1274,3.04E-09
1275,4.12E-08
1276,4.37E-09
1277,5.02E-11
1278,1.40E-10
1279,6.56E-10
1280,3.29E-09
1281,6.94E-09
1282,7.29E-08
1283,6.64E-12
1284,3.23E-09
1285,1.19E-07
1286,2.97E-11
1287,4.53E-11
1288,5.91E-08
1289,4.93E-10
1290,1.30E-08
1291,5.40E-07
1292,8.58E-08
1293,4.65E-08
1294,8.35E-07
1295,6.65E-09
1296,6.84E-10
1297,3.66E-07
1298,2.85E-09
1299,6.79E-13
1300,1.74E-09
1301,6.42E-10
1302,3.45E-08
1303,5.67E-11
1304,2.17E-07
1305,4.12E-11
1306,5.69E-08
1307,9.19E-10
1308,1.77E-08
1309,1.30E-08
1310,1.67E-06
1311,1.64E-08
1312,6.19E-13
1313,3.83E-10
1314,1.81E-10
1315,1.56E-06
1316,8.73E-08
1317,1.85E-09
1318,6.22E-10
1319,7.74E-10
1320,3.01E-06
1321,1.01E-09
1322,4.08E-10
1323,2.89E-14
1324,8.65E-11
1325,6.30E-10
1326,8.84E-07
1327,2.57E-10
1328,4.34E-09
1329,1.95E-10
1330,3.51E-13
1331,8.46E-08
1332,1.92E-07
1333,4.27E-07
1334,3.03E-11
1335,2.29E-07
1336,1.80E-09
1337,1.78E-08
1338,3.01E-07
1339,1.32E-11
1340,9.11E-11
1341,8.80E-09
1342,2.87E-08
1343,2.20E-09
1344,7.36E-10
1345,2.23E-11
1346,2.11E-10
1347,1.69E-09
1348,5.80E-08
1349,1.75E-07
1350,5.06E-12
1351,8.63E-11
1352,3.96E-09
1353,8.10E-11
1354,2.01E-10
1355,2.46E-07
1356,1.63E-08
1357,3.04E-09
1358,8.92E-08
1359,2.25E-09
1360,3.53E-07
1361,3.00E-12
1362,3.12E-09
1363,1.18E-11
1364,1.39E-07
1365,3.39E-06
1366,4.26E-05
1367,1.02E-07
1368,7.59E-16
1369,3.05E-10
1370,2.65E-06
1371,1.68E-10
1372,8.37E-10
1373,2.68E-08
1374,2.62E-09
1375,2.37E-07
1376,6.79E-11
1377,4.11E-08
1378,3.82E-11
1379,1.92E-09
1380,2.22E-09
1381,2.77E-08
1382,4.47E-09
1383,3.87E-09
1384,3.80E-09
1385,1.02E-10
1386,9.11E-10
1387,1.33E-09
1388,1.00E-07
1389,1.94E-11
1390,1.97E-11
1391,1.90E-11
1392,1.21E-09
1393,4.50E-07
1394,5.19E-11
1395,8.49E-11
1396,8.96E-11
1397,3.48E-07
1398,3.56E-11
1399,3.19E-10
1400,1.19E-10
1401,3.15E-10
1402,1.95E-10
1403,2.73E-12
1404,4.73E-09
1405,2.42E-10
1406,8.58E-10
1407,4.20E-09
1408,2.97E-09
1409,4.06E-08
1410,7.35E-07
1411,1.04E-11
1412,3.15E-09
1413,3.27E-10
1414,5.20E-10
1415,7.37E-09
1416,2.04E-09
1417,1.65E-09
1418,3.54E-10
1419,1.28E-10
1420,3.56E-09
1421,3.52E-09
1422,1.04E-11
1423,4.72E-10
1424,5.64E-09
1425,2.07E-08
1426,1.22E-10
1427,4.86E-11
1428,6.62E-10
1429,1.11E-09
1430,1.17E-09
1431,4.23E-14
1432,1.43E-12
1433,2.69E-13
1434,1.28E-07
1435,2.47E-09
1436,3.57E-10
1437,3.59E-11
1438,2.92E-11
1439,2.70E-10
1440,1.31E-08
1441,1.02E-09
1442,1.45E-10
1443,1.81E-07
1444,3.43E-10
1445,1.03E-10
1446,8.35E-07
1447,2.67E-12
1448,2.25E-08
1449,1.73E-07
1450,5.30E-12
1451,1.19E-07
1452,2.50E-07
1453,3.99E-08
1454,1.29E-12
1455,5.70E-11
1456,5.89E-10
1457,2.52E-09
1458,6.40E-08
1459,1.07E-07
1460,4.21E-12
1461,1.51E-14
1462,4.55E-08
1463,1.17E-09
1464,4.14E-09
1465,1.44E-09
1466,9.74E-10
1467,1.22E-09
1468,1.25E-10
1469,1.69E-07
1470,1.31E-08
1471,6.24E-10
1472,1.24E-09
1473,2.77E-10
1474,1.30E-11
1475,8.28E-12
1476,1.86E-12
1477,8.53E-07
1478,1.64E-10
1479,6.72E-08
1480,2.69E-14
1481,2.45E-09
1482,5.16E-08
1483,6.05E-11
1484,7.79E-13
1485,1.11E-09
1486,3.39E-09
1487,4.03E-09
1488,4.89E-13
1489,3.19E-07
1490,4.95E-09
1491,3.16E-09
1492,3.29E-10
1493,5.07E-09
1494,6.39E-10
1495,3.47E-10
1496,6.18E-13
1497,2.97E-10
1498,2.47E-08
