Id,predicted
207,0.000525026
208,0.0013523
209,0.000471116
210,6.97E-05
211,0.000636741
212,4.94E-05
213,0.000208698
214,0.000928633
215,0.000181512
216,0.003081517
217,0.000608051
218,3.46E-05
219,0.00024983
220,0.006569449
221,0.001263428
222,7.28E-05
223,0.001302859
224,0.000145963
225,0.001676169
226,0.000446071
227,0.001827893
228,0.000748673
229,0.000209828
230,0.000381175
231,0.000270579
232,0.001735881
233,0.000758094
234,0.00273734
235,0.001230212
236,0.000132126
237,0.007499185
238,8.71E-05
239,0.00070633
240,0.00051237
241,0.000102414
242,0.000442912
243,0.000242634
244,0.002083777
245,0.000159968
246,0.000706792
247,2.26E-05
248,0.000106142
249,0.002139802
250,0.000328438
251,0.000516368
252,0.010781573
253,0.000159334
254,0.000291997
255,0.003130828
256,0.00186216
257,0.000232388
258,0.00060222
259,0.000567692
260,0.000812239
261,0.00029411
262,0.00041697
263,6.69E-05
264,0.012628072
265,0.000454843
266,0.007275494
267,0.000129151
268,0.000189425
269,0.00042885
270,0.0043247
271,0.000578773
272,0.000117573
273,0.000608796
274,9.17E-05
275,0.000741315
276,0.003247145
277,0.006130522
278,0.000937414
279,0.000228133
280,0.000790684
281,0.000289062
282,0.001169752
283,0.004755035
284,0.002296288
285,0.011071139
286,0.000539978
287,0.001878342
288,0.000135246
289,5.54E-05
290,0.001147864
291,0.00098944
292,0.0064768
293,0.000434183
294,0.003952472
295,0.000135211
296,0.002512151
297,0.005788943
298,0.000110584
299,2.62E-05
300,3.10E-05
301,0.000301655
302,0.000338329
303,0.009279262
304,0.000131394
305,0.000215433
306,0.02156563
307,4.51E-05
308,8.46E-05
309,0.000979353
310,0.000982504
311,6.29E-05
312,0.002448839
313,7.53E-05
314,0.000204555
315,0.000324402
316,0.000731339
317,0.003739976
318,8.75E-06
319,2.25E-05
320,0.000547543
321,0.000291193
322,3.12E-05
323,0.0006098
324,5.84E-05
325,0.000626851
326,0.001118927
327,7.22E-05
328,0.000191298
329,0.00024924
330,0.001791273
331,0.000926639
332,0.001349157
333,1.95E-05
334,0.000590967
335,7.61E-05
336,0.000132748
337,0.001093877
338,6.72E-05
339,4.63E-05
340,0.000573641
341,0.000364576
342,0.000122167
343,0.009128039
344,4.06E-05
345,0.001402579
346,1.75E-05
347,0.000533383
348,2.71E-05
349,0.000393577
350,0.000726015
351,0.000239977
352,0.000190653
353,0.000833585
354,0.000114036
355,0.017732643
356,1.76E-05
357,0.00023575
358,0.002049548
359,0.00046694
360,0.000810888
361,1.58E-05
362,4.67E-05
363,0.010083795
364,0.00081978
365,0.000739151
366,9.50E-05
367,0.000270112
368,0.000384445
369,0.000106679
370,7.25E-05
371,2.06E-05
372,4.10E-05
373,2.05E-05
374,0.000129626
375,1.27E-05
376,0.003970967
377,7.12E-05
378,0.001154851
379,2.58E-05
380,0.000984865
381,0.005987519
382,0.001855749
383,8.96E-05
384,0.000623421
385,2.97E-05
386,0.007706225
387,5.11E-05
388,0.004285258
389,6.76E-05
390,5.56E-05
391,0.002647838
392,0.002439956
393,0.000112057
394,4.20E-05
395,0.000420462
396,4.40E-05
397,0.000731389
398,3.56E-05
399,0.000356953
400,0.00388844
401,0.000687737
402,9.77E-05
403,5.37E-05
404,0.00048015
405,0.000104105
406,8.20E-05
407,0.001577018
408,0.003324466
409,0.001118814
410,0.000172308
411,0.000109166
412,0.00075245
413,0.001542084
414,3.81E-05
415,0.000166168
416,0.01358336
417,3.32E-05
418,0.002164029
419,1.90E-05
420,2.77E-05
421,5.74E-05
422,0.002209769
423,0.000131172
424,0.000552827
425,5.69E-05
426,0.000474168
427,0.001011823
428,3.74E-05
429,0.000186363
430,4.73E-05
431,3.07E-05
432,5.17E-05
433,0.000952621
434,0.002795941
435,0.000501278
436,0.000291765
437,8.32E-05
438,0.00122283
439,1.09E-05
440,5.14E-05
441,9.43E-05
442,0.004037279
443,4.16E-06
444,0.000282642
445,7.95E-05
446,0.001634451
447,0.004602275
448,0.00112531
449,0.000163618
450,0.000110001
451,5.10E-06
452,0.000139473
453,0.000113526
454,0.000861704
455,0.000745818
456,1.35E-05
457,0.002032127
458,0.000833032
459,0.000250791
460,0.000167735
461,0.001202187
462,0.000241221
463,0.000212024
464,0.000389861
465,0.000314267
466,0.000280169
467,0.00035326
468,0.000254268
469,0.00040905
470,0.000107266
471,0.00044627
472,0.008530535
473,4.66E-05
474,0.000231885
475,0.000216279
476,0.000135062
477,0.00068514
478,0.000299113
479,0.003678567
480,0.000166531
481,0.001040346
482,0.001954731
483,0.003871643
484,0.000159205
485,0.002792298
486,5.78E-05
487,0.005446447
488,1.41E-05
489,5.40E-05
490,0.000439916
491,0.000113215
492,0.000420466
493,3.24E-05
494,0.004463293
495,0.000166817
496,0.000663883
497,0.000114354
498,0.000142309
499,0.001530324
500,0.000132557
501,0.000120018
502,0.000531174
503,0.000545302
504,0.00013847
505,0.003248466
506,0.000228001
507,0.023441178
508,0.000421748
509,0.000544107
510,0.000482196
511,0.003788289
512,0.000351591
513,8.25E-05
514,0.001759616
515,0.000150432
516,0.000623265
517,3.67E-05
518,2.13E-05
519,0.001094735
520,0.001814324
521,0.013637085
522,0.000288784
523,6.09E-05
524,0.001207197
525,0.010184224
526,0.000238394
527,0.000348253
528,0.000348193
529,0.000718575
530,0.001399089
531,0.001207116
532,0.005934963
533,0.007425286
534,0.000431564
535,0.000174379
536,0.00264115
537,0.003525986
538,0.004682294
539,1.18E-05
540,0.004323712
541,0.018228368
542,7.50E-05
543,0.001393948
544,0.000100392
545,2.31E-05
546,0.000540337
547,0.001210345
548,4.13E-05
549,0.004526214
550,0.000483521
551,0.007627536
552,5.62E-05
553,0.000293536
554,0.00018195
555,0.001041428
556,0.000283264
557,7.16E-05
558,0.002165392
559,0.000348751
560,0.000418247
561,0.002227641
562,0.020590763
563,0.000295168
564,0.001652931
565,0.003230947
566,0.000267209
567,0.00019818
568,0.003594931
569,6.07E-05
570,0.016353687
571,0.000123753
572,0.000272576
573,0.002790654
574,6.85E-05
575,0.000604522
576,0.000218906
577,0.001408716
578,0.002111744
579,0.000382076
580,0.000507409
581,0.000318771
582,0.00056512
583,2.94E-05
584,8.56E-05
585,0.000117991
586,0.000202568
587,0.00130149
588,0.007282978
589,0.00028517
590,0.001461066
591,8.15E-05
592,0.000319628
593,0.000170033
594,4.50E-05
595,0.001245783
596,0.000179527
597,0.007404298
598,0.001159831
599,6.75E-05
600,0.000124372
601,0.000150145
602,0.000879503
603,0.002649349
604,0.005147058
605,0.005744661
606,0.006220862
607,0.000433349
608,0.000631419
609,0.004295238
610,0.000126227
611,0.000306256
612,0.000375662
613,0.000498764
614,7.64E-05
615,0.000161253
616,6.91E-05
617,0.000259344
618,0.004275665
619,0.000245202
620,0.060106198
621,6.02E-05
622,0.000174279
623,0.000163381
624,0.000295897
625,0.000202316
626,0.000284519
627,0.000152479
628,4.76E-05
629,0.000133491
630,0.000280479
631,0.000141951
632,4.47E-05
633,0.004222604
634,0.002170274
635,0.000171893
636,0.00047449
637,0.002726275
638,0.023190071
639,0.001067309
640,0.000102933
641,0.000227852
642,0.001189916
643,0.000185979
644,0.002853794
645,0.000695675
646,0.001371078
647,8.18E-05
648,0.000112949
649,0.001057142
650,0.000811326
651,0.004090818
652,0.000170143
653,0.000168835
654,0.000316786
655,0.00015351
656,0.000108729
657,1.10E-05
658,0.000260311
659,2.56E-05
660,0.000138033
661,0.002976204
662,0.00076122
663,0.000288542
664,0.00033904
665,7.18E-05
666,3.24E-05
667,0.000131713
668,0.000309287
669,0.011276386
670,0.001166994
671,0.004014015
672,2.55E-05
673,0.001558938
674,0.000623228
675,0.00060431
676,3.54E-05
677,4.03E-05
678,0.000177399
679,4.61E-05
680,0.000209187
681,7.79E-05
682,0.000973041
683,0.001432733
684,0.000112547
685,8.52E-05
686,0.000194585
687,8.87E-05
688,1.70E-05
689,8.87E-05
690,5.78E-05
691,0.000117215
692,0.000247663
693,0.000563335
694,0.013558228
695,0.000788984
696,6.67E-05
697,0.000120257
698,0.001413442
699,4.53E-05
700,0.000256082
701,0.000149527
702,0.000862974
703,1.85E-05
704,0.000144705
705,0.00014648
706,0.000539007
707,0.000132732
708,5.79E-05
709,1.08E-05
710,0.000431937
711,0.000179649
712,0.00036737
713,3.97E-05
714,0.000119859
715,0.00057732
716,0.003285695
717,2.75E-05
718,4.11E-05
719,2.43E-05
720,6.17E-05
721,0.000208995
722,0.010427407
723,5.54E-05
724,0.000459992
725,0.003476614
726,5.21E-05
727,0.000182002
728,7.44E-05
729,0.000131594
730,0.011943756
731,0.000316631
732,7.05E-05
733,8.12E-05
734,0.00254817
735,0.000146364
736,0.000104811
737,0.000518196
738,5.60E-05
739,0.000102053
740,0.000117934
741,3.35E-05
742,0.000248889
743,0.000503451
744,1.28E-05
745,0.000105908
746,0.000354708
747,0.0001113
748,0.00038281
749,0.011209149
750,3.36E-05
751,0.0204487
752,0.000885587
753,4.56E-05
754,5.60E-05
755,0.000276138
756,0.002424559
757,0.000172348
758,0.002837974
759,0.00075963
760,0.000418129
761,1.72E-05
762,9.58E-05
763,0.010173551
764,0.000550085
765,0.000190009
766,0.00017617
767,5.09E-05
768,0.000238548
769,0.000157407
770,0.000254433
771,6.62E-05
772,0.000193073
773,0.004118916
774,0.000513064
775,5.10E-05
776,0.000348881
777,0.007034932
778,0.012667985
779,8.56E-05
780,0.000166722
781,2.29E-05
782,3.95E-05
783,0.00021773
784,0.000974821
785,3.94E-05
786,0.000656488
787,0.00124709
788,8.31E-05
789,0.000147496
790,0.001176336
791,2.25E-05
792,0.000164848
793,0.000476509
794,1.06E-05
795,3.23E-05
796,3.00E-05
797,0.001457408
798,0.000544523
799,7.06E-05
800,0.001372402
801,0.001049415
802,0.000204584
803,0.000373619
804,0.011514258
805,0.001056784
806,5.74E-05
807,0.000283981
808,0.000124054
809,0.000343099
810,0.000392011
811,3.96E-05
812,3.31E-05
813,0.000824023
814,0.000541758
815,0.000929032
816,0.004444981
817,0.004850305
818,0.005181165
819,0.000134329
820,4.37E-05
821,2.30E-05
822,0.000231161
823,0.000807673
824,0.000126873
825,0.000982483
826,5.39E-05
827,0.000392978
828,0.000465893
829,7.84E-05
830,6.92E-05
831,0.006480936
832,0.000325074
833,0.000867364
834,0.000125681
835,0.000676998
836,0.000777202
837,5.40E-05
838,0.000377954
839,0.000269479
840,0.003631474
841,8.26E-05
842,5.23E-05
843,6.47E-05
844,2.74E-05
845,3.41E-05
846,0.017620342
847,0.000131742
848,0.000276486
849,0.000842311
850,0.000416165
851,2.67E-05
852,0.000526378
853,0.000434286
854,0.043475959
855,0.000308351
856,0.022130505
857,0.001601693
858,0.000131619
859,0.000749281
860,0.024019581
861,0.00038889
862,0.001583001
863,5.71E-05
864,0.000110142
865,0.000158745
866,0.002074501
867,0.000379537
868,0.000410438
869,0.003548652
870,0.000125163
871,0.000111812
872,7.27E-05
873,9.40E-06
874,0.000257837
875,3.05E-05
876,0.000426648
877,0.000424436
878,0.000100572
879,0.004568538
880,0.00032838
881,0.000107986
882,0.000226799
883,0.000877087
884,3.62E-05
885,0.000130789
886,0.00682169
887,0.000137282
888,7.00E-05
889,0.002374092
890,0.00590327
891,0.000232419
892,8.91E-05
893,0.000669585
894,1.47E-05
895,0.000102105
896,2.47E-05
897,0.000768644
898,0.000349838
899,0.001232015
900,0.00489744
901,0.006909884
902,0.000125874
903,0.000237197
904,0.000993151
905,0.000438113
906,7.49E-05
907,0.009484041
908,0.000245326
909,0.000487979
910,0.000113868
911,0.000125143
912,0.001239083
913,0.027002
914,9.68E-05
915,0.00092115
916,0.004063522
917,1.50E-05
918,0.000393964
919,5.11E-05
920,0.00121195
921,0.011933176
922,0.004664642
923,0.004820382
924,5.81E-05
925,7.51E-05
926,0.001421049
927,0.001360746
928,0.000120321
929,0.00120897
930,8.33E-05
931,1.59E-05
932,4.60E-06
933,0.004215156
934,8.53E-05
935,0.000309397
936,2.23E-05
937,0.000542367
938,0.000230107
939,5.57E-05
940,0.00449769
941,0.002074466
942,0.001512053
943,0.000866505
944,0.000106329
945,0.000464898
946,0.001863281
947,4.47E-05
948,0.000692959
949,0.001136335
950,2.15E-05
951,0.001851325
952,9.20E-06
953,0.00010736
954,0.001987348
955,0.001738761
956,0.001409068
957,0.001830136
958,0.002212002
959,0.000283047
960,3.65E-05
961,0.00038502
962,0.000524334
963,3.51E-05
964,0.000314612
965,0.001277926
966,0.001519602
967,0.000150266
968,0.000792209
969,0.000446672
970,0.000482598
971,0.000702388
972,9.54E-05
973,5.46E-05
974,0.001089074
975,0.000192941
976,0.000221109
977,0.005665606
978,0.003270326
979,0.00168674
980,0.003839028
981,0.000306223
982,0.000223155
983,0.00131619
984,5.91E-05
985,7.12E-05
986,1.15E-05
987,5.09E-05
988,0.000500317
989,4.19E-05
990,2.85E-05
991,0.001137138
992,0.000811281
993,0.000100729
994,1.95E-05
995,0.003069454
996,0.001931234
997,0.00343699
998,0.000423216
999,0.000235113
1000,0.000356613
1001,0.000338532
1002,0.000351724
1003,0.000178001
1004,0.00947572
1005,0.000397121
1006,0.000564667
1007,0.01076597
1008,0.000336028
1009,0.000175388
1010,9.25E-05
1011,8.82E-05
1012,0.000664117
1013,0.000180713
1014,0.000172201
1015,0.000221808
1016,0.002616653
1017,0.000101062
1018,0.019117576
1019,0.007294495
1020,0.000196082
1021,0.002096995
1022,0.015750603
1023,0.001383067
1024,0.001723293
1025,0.000393545
1026,0.000607941
1027,0.000362982
1028,0.000857303
1029,0.000215905
1030,4.58E-05
1031,2.25E-05
1032,0.000172897
1033,0.000122521
1034,6.53E-05
1035,0.009907841
1036,0.000267228
1037,0.001555496
1038,0.000291755
1039,0.000456873
1040,6.43E-05
1041,0.000986145
1042,0.007376393
1043,0.00118697
1044,0.000181315
1045,0.006710529
1046,0.000380949
1047,5.38E-05
1048,0.000541263
1049,7.39E-05
1050,0.001162054
1051,2.59E-05
1052,0.007688492
1053,9.13E-05
1054,0.002253238
1055,0.000179545
1056,0.000566995
1057,0.000549729
1058,0.000140934
1059,0.000245782
1060,0.006763505
1061,0.004813745
1062,0.002414688
1063,0.000564923
1064,5.28E-05
1065,0.001457935
1066,0.000100438
1067,0.002123831
1068,0.001333797
1069,0.000277796
1070,0.000620189
1071,0.000225821
1072,9.95E-05
1073,0.000285089
1074,7.75E-05
1075,0.000655641
1076,0.001326051
1077,8.67E-05
1078,3.10E-05
1079,9.17E-05
1080,0.00259034
1081,0.000355896
1082,0.000274369
1083,0.000234514
1084,0.000259621
1085,0.033226206
1086,0.000388589
1087,0.000688383
1088,0.001383816
1089,6.93E-05
1090,0.004468323
1091,0.000260459
1092,0.000536826
1093,0.000414169
1094,0.000739354
1095,1.25E-05
1096,0.000172343
1097,5.33E-05
1098,0.000246835
1099,2.19E-05
1100,0.001222421
1101,0.002238699
1102,0.004377092
1103,0.000276283
1104,1.36E-05
1105,0.000282414
1106,5.24E-05
1107,0.002045086
1108,0.003188054
1109,3.15E-05
1110,0.000682954
1111,0.000275559
1112,0.004021905
1113,3.55E-05
1114,0.003404066
1115,0.006807651
1116,0.000406991
1117,0.000194604
1118,0.000251004
1119,0.011564092
1120,0.021027353
1121,0.002492404
1122,0.008768238
1123,3.51E-05
1124,0.000130054
1125,8.71E-05
1126,0.000324778
1127,0.037307075
1128,0.000163314
1129,0.000605066
1130,0.000504782
1131,0.000483106
1132,0.001822107
1133,0.000305875
1134,0.000264483
1135,0.001452799
1136,0.000106471
1137,0.000140784
1138,0.007167385
1139,0.000693104
1140,0.010168204
1141,0.005306816
1142,0.007303805
1143,0.004776624
1144,0.000931344
1145,2.34E-05
1146,0.002962126
1147,0.000188301
1148,0.003197168
1149,0.005604944
1150,0.002295899
1151,0.000816903
1152,0.00062243
1153,0.000935869
1154,0.001197224
1155,0.00086778
1156,0.00015408
1157,1.84E-05
1158,0.000504975
1159,0.002013599
1160,0.000210446
1161,0.006220862
1162,0.00064952
1163,5.83E-05
1164,0.000373815
1165,0.000454149
1166,3.47E-05
1167,0.000121061
1168,0.00019448
1169,0.001742772
1170,0.00017362
1171,1.64E-05
1172,2.93E-05
1173,0.000634691
1174,0.000843759
1175,0.000243418
1176,0.00093632
1177,0.00083048
1178,0.000789911
1179,6.74E-05
1180,0.001019711
1181,1.08E-05
1182,2.09E-05
1183,0.000140279
1184,0.000184882
1185,0.025538996
1186,0.007196881
1187,0.000268452
1188,3.70E-05
1189,0.000630103
1190,7.95E-05
1191,0.000483032
1192,6.86E-05
1193,3.86E-05
1194,5.37E-05
1195,0.000428244
1196,2.22E-05
1197,0.000765199
1198,0.000672185
1199,0.002016512
1200,0.000164798
1201,8.92E-05
1202,0.000502767
1203,3.91E-05
1204,0.000369953
1205,0.000438996
1206,0.000255389
1207,0.003637334
1208,6.79E-05
1209,0.000196135
1210,2.09E-05
1211,3.96E-05
1212,0.001409668
1213,8.87E-05
1214,0.000130957
1215,0.000371004
1216,0.000179437
1217,0.003788882
1218,0.000272435
1219,0.001824691
1220,3.64E-05
1221,0.000100012
1222,0.002602013
1223,0.000390791
1224,0.00027925
1225,7.67E-05
1226,0.000221726
1227,2.74E-05
1228,0.000270626
1229,8.50E-05
1230,0.000214548
1231,0.001013708
1232,0.000175578
1233,4.19E-05
1234,0.002366461
1235,0.000303256
1236,3.69E-05
1237,2.18E-05
1238,0.000217295
1239,0.000383215
1240,0.007942857
1241,1.62E-05
1242,0.000183702
1243,3.32E-05
1244,0.002917848
1245,0.000255624
1246,0.000366466
1247,0.000559136
1248,4.16E-05
1249,0.002226682
1250,0.002692981
1251,0.009206641
1252,0.000524748
1253,0.000151294
1254,0.001249882
1255,2.23E-05
1256,0.020540932
1257,0.000246008
1258,0.000108429
1259,0.00043625
1260,0.00015298
1261,0.002544754
1262,8.85E-05
1263,8.62E-05
1264,0.001907208
1265,0.003536501
1266,0.000190939
1267,0.0067264
1268,6.92E-05
1269,0.000423982
1270,0.0014004
1271,0.002835922
1272,0.000155702
1273,0.000422331
1274,0.00022613
1275,0.00221975
1276,0.000152241
1277,0.000101396
1278,0.000559974
1279,0.000112569
1280,0.002527446
1281,0.000555097
1282,0.001332647
1283,1.93E-05
1284,0.001193999
1285,0.003117933
1286,0.000512825
1287,0.000126006
1288,0.001959959
1289,6.03E-05
1290,0.001106974
1291,0.002077441
1292,0.001488524
1293,0.004184541
1294,0.012482159
1295,0.001316355
1296,0.000550289
1297,0.003108536
1298,0.000826787
1299,1.90E-05
1300,0.000529127
1301,0.00014266
1302,0.000801556
1303,9.53E-05
1304,0.002917173
1305,2.55E-05
1306,0.002144044
1307,0.000106954
1308,0.000449306
1309,0.000680128
1310,0.006865834
1311,0.000668532
1312,5.22E-05
1313,0.000128238
1314,0.00015408
1315,0.007124269
1316,0.001663049
1317,0.000184452
1318,0.000106687
1319,0.000850892
1320,0.003080615
1321,0.000340774
1322,5.94E-05
1323,5.53E-05
1324,0.000154615
1325,0.000392119
1326,0.004047338
1327,9.89E-05
1328,7.14E-05
1329,0.000135822
1330,9.79E-05
1331,0.000750774
1332,0.002208192
1333,0.002651944
1334,0.000152758
1335,0.004701574
1336,0.002338558
1337,0.000249239
1338,0.004836603
1339,0.000269009
1340,6.14E-05
1341,0.001417708
1342,0.000710905
1343,0.000210958
1344,5.74E-05
1345,0.000238092
1346,0.000112866
1347,5.86E-05
1348,0.003393671
1349,0.001400166
1350,0.000187167
1351,6.25E-05
1352,5.60E-05
1353,3.38E-05
1354,5.17E-05
1355,0.004076965
1356,0.000776715
1357,0.001520058
1358,0.000780799
1359,0.000629753
1360,0.002467019
1361,2.31E-05
1362,0.000167856
1363,2.62E-05
1364,0.011463036
1365,0.018309328
1366,0.016888599
1367,0.005261978
1368,1.25E-05
1369,8.67E-05
1370,0.000782609
1371,3.16E-05
1372,0.000191152
1373,0.005468537
1374,0.00030262
1375,0.001812877
1376,0.000557339
1377,0.000371408
1378,5.57E-05
1379,0.000143024
1380,0.000377004
1381,0.000620701
1382,0.001101171
1383,0.000435012
1384,0.00104343
1385,0.000708385
1386,0.000199336
1387,0.00175723
1388,0.001759825
1389,2.62E-05
1390,0.000236598
1391,0.00065897
1392,0.001099026
1393,0.000732348
1394,0.000195452
1395,4.21E-05
1396,4.10E-05
1397,0.004745332
1398,0.000154024
1399,3.30E-05
1400,0.00076862
1401,0.000474671
1402,0.000576396
1403,1.27E-05
1404,0.002772213
1405,4.66E-05
1406,5.33E-05
1407,0.000411403
1408,0.00029459
1409,0.000549996
1410,0.001727059
1411,3.04E-05
1412,0.000365609
1413,0.000695091
1414,0.000193568
1415,0.000208031
1416,0.000353354
1417,0.000322976
1418,8.66E-05
1419,0.000556652
1420,0.000595231
1421,0.000274827
1422,0.000169438
1423,0.000181896
1424,0.000814181
1425,0.000533384
1426,8.52E-05
1427,8.85E-05
1428,2.87E-05
1429,0.000935518
1430,0.000599418
1431,1.73E-05
1432,3.03E-05
1433,2.85E-05
1434,0.002145808
1435,3.76E-05
1436,0.00017548
1437,0.000249857
1438,0.001816797
1439,0.000830248
1440,0.00066857
1441,0.000230451
1442,0.000411001
1443,0.002421402
1444,4.26E-05
1445,5.78E-05
1446,0.01090961
1447,9.73E-06
1448,0.001154851
1449,0.000993846
1450,0.00039596
1451,0.002088297
1452,0.0018343
1453,0.000584445
1454,0.000115293
1455,7.58E-05
1456,0.000386928
1457,0.000270029
1458,0.000532099
1459,0.001593675
1460,1.92E-05
1461,1.21E-05
1462,0.001121124
1463,0.000185719
1464,0.000505159
1465,0.000127696
1466,0.000356678
1467,0.000400932
1468,0.000419926
1469,0.004713229
1470,0.002145744
1471,2.92E-05
1472,5.21E-05
1473,0.000303769
1474,1.83E-05
1475,6.51E-05
1476,3.51E-05
1477,0.000736059
1478,4.67E-05
1479,0.006962492
1480,0.000117489
1481,0.003155496
1482,8.98E-05
1483,2.87E-05
1484,5.27E-05
1485,0.000916244
1486,0.000590638
1487,0.000250299
1488,3.55E-05
1489,0.000246521
1490,5.86E-05
1491,0.002030641
1492,6.10E-05
1493,0.000238863
1494,9.78E-05
1495,0.000121688
1496,0.000156461
1497,7.54E-05
1498,0.000108109
1499,4.90E-05
1500,0.000649187
1501,8.47E-05
1502,0.001104031
1503,5.18E-05
1504,6.40E-05
1505,0.000207112
1506,6.61E-05
1507,0.003175813
1508,6.85E-05
1509,7.15E-05
1510,7.44E-05
1511,5.88E-05
1512,4.96E-05
1513,0.00041354
1514,7.38E-05
1515,0.000396005
1516,0.000330066
1517,0.000742112
1518,9.07E-05
1519,0.00067793
1520,0.000446419
1521,0.001145239
1522,0.004107393
1523,6.10E-05
1524,0.000229205
1525,2.65E-05
1526,0.002793735
1527,0.002130088
1528,0.000103468
1529,0.000594877
1530,8.26E-05
1531,0.00095314
1532,0.000552365
1533,0.000658544
1534,0.000615789
1535,0.01041695
1536,0.000393436
1537,0.001193093
1538,2.12E-05
1539,0.000826851
1540,4.25E-05
1541,1.42E-05
1542,0.00025518
1543,2.12E-05
1544,0.000320801
1545,6.44E-05
1546,5.66E-05
1547,0.000446814
1548,0.000857575
1549,0.000857575
1550,0.00057124
1551,0.000569627
1552,6.90E-05
1553,0.002448793
1554,8.83E-05
1555,0.001100605
1556,0.000418427
1557,0.000833413
1558,0.000513772
1559,0.00058667
1560,0.000578087
1561,0.002567181
1562,0.005797526
1563,0.000106748
1564,0.000371418
1565,0.000805266
1566,0.000161337
1567,0.000619262
1568,0.00032406
1569,0.001260535
1570,0.000425183
1571,8.05E-05
1572,0.000285896
1573,0.000797801
1574,0.001147884
1575,0.000463588
1576,0.002398749
1577,0.000499442
1578,8.28E-05
1579,0.000989637
1580,0.00073224
1581,0.000677012
1582,0.000826237
1583,0.000986955
1584,5.42E-05
1585,0.000993713
1586,0.002775046
1587,0.005780759
1588,5.87E-05
1589,5.05E-05
1590,0.000404786
1591,3.63E-05
1592,3.93E-05
1593,0.003624741
1594,0.000623866
1595,6.25E-05
1596,7.96E-05
1597,0.000470979
1598,1.42E-05
1599,2.43E-05
1600,0.000191587
1601,0.00105868
1602,0.001113715
1603,0.001736688
1604,0.000199305
1605,0.000646001
1606,2.79E-05
1607,0.000584232
1608,0.000435135
1609,0.000683142
1610,0.000125103
1611,0.000171026
1612,0.000456613
1613,0.000293355
1614,0.000629222
1615,0.000321622
1616,0.006524205
1617,0.000267754
1618,2.52E-05
1619,0.000545292
1620,6.50E-05
